Well No,District,Tahsil / Taluk,Village,Latitude_decimal,Longitude_decimal,Latitude,Longitude,Date_standardized,Year,Month,Season,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,ALK-TOT,HAR_Total,SAR,HAR_Ca,RSC,Na%,TDS_Class,pH_Class,Total_Cations,Total_Anions,Ionic_Balance_Error
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2011-07-04,2011,7,Monsoon,1196.0,46.0,60.0,55.89,265.0,19.0,326.0,124.0,0.0,280.6,1.0,8.2,1890.0,230.0,380.0,5.915733,150.0,0.0,58.79196,Brackish,Neutral,399.89,730.6,29.253686454546262
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2012-01-06,2012,1,Winter,898.0,34.0,64.0,60.75,108.0,50.0,284.0,95.0,0.0,170.8,0.76,7.8,1450.0,140.0,410.0,2.321051,160.0,0.0,33.15393,Brackish,Neutral,282.75,549.8,32.07615158248753
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2012-07-19,2012,7,Monsoon,87.0,0.0,8.0,5.0,18.0,2.0,25.0,0.0,0.0,55.0,0.06,8.2,150.0,45.0,40.0,1.229781,20.0,0.0,47.60223,Fresh,Neutral,33.0,80.0,41.5929203539823
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2013-01-04,2013,1,Winter,1427.0,51.0,8.0,75.0,391.0,18.0,284.0,84.0,30.0,622.0,1.21,8.7,2450.0,560.0,330.0,9.383116,20.0,4.624573,70.75058,Brackish,Alkaline,492.0,1020.0,34.92063492063492
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2013-07-05,2013,7,Monsoon,490.0,0.0,56.0,21.0,90.0,21.0,89.0,44.0,18.0,299.0,1.49,8.5,880.0,275.0,225.0,2.603287,140.0,0.978267,43.62057,Fresh,Neutral,188.0,450.0,41.06583072100313
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2014-01-21,2014,1,Winter,502.0,4.0,26.0,18.0,127.0,6.0,103.0,58.0,0.0,293.0,1.58,7.9,810.0,240.0,140.0,4.686642,65.0,2.023937,65.32585,Brackish,Neutral,177.0,454.0,43.89857369255151
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2014-07-03,2014,7,Monsoon,392.0,4.0,24.0,17.0,97.0,2.0,89.0,48.0,0.0,195.0,0.7,8.2,660.0,160.0,130.0,3.70295,60.0,0.5996887,61.44233,Fresh,Neutral,140.0,332.0,40.67796610169492
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2015-01-08,2015,1,Winter,414.0,5.0,16.0,16.0,120.0,2.0,85.0,49.0,18.0,171.0,0.56,8.7,710.0,170.0,105.0,5.075715,40.0,1.287827,70.67081,Fresh,Alkaline,154.0,323.0,35.42976939203354
63811,Tirupur,Udumalaipettai,Udumalpet,10.573611,77.240278,"10°34'25""","77°14'25""",2015-07-20,2015,7,Monsoon,445.0,7.0,16.0,13.0,124.0,7.0,103.0,63.0,0.0,177.0,0.69,7.9,740.0,145.0,95.0,5.580682,40.0,1.033037,72.48663,Fresh,Neutral,160.0,343.0,36.381709741550694
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1987-01-01,1987,1,Winter,348.0,1.0,27.0,40.0,46.0,0.0,53.0,14.0,18.0,287.0,0.82,8.4,670.0,225.0,230.0,1.313796,105.0,0.6653574,30.13461,Fresh,Neutral,113.0,372.0,53.402061855670105
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1988-01-01,1988,1,Winter,1677.0,58.0,164.0,97.0,258.0,32.0,517.0,192.0,0.0,323.0,0.82,8.0,2860.0,225.0,810.0,3.94724,105.0,0.0,39.78552,Saline,Neutral,551.0,1032.0,30.385344283006948
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1988-07-01,1988,7,Monsoon,367.0,14.0,26.0,41.0,36.0,19.0,46.0,15.0,24.0,195.0,0.82,8.4,680.0,225.0,235.0,1.024619,105.0,0.0,23.29119,Fresh,Neutral,122.0,280.0,39.30348258706468
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1989-01-01,1989,1,Winter,458.0,14.0,58.0,22.0,64.0,20.0,78.0,14.0,48.0,183.0,0.82,8.5,800.0,225.0,235.0,1.815047,105.0,0.0,34.79716,Fresh,Neutral,164.0,323.0,32.648870636550306
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1989-07-01,1989,7,Monsoon,463.0,13.0,52.0,34.0,60.0,16.0,43.0,10.0,0.0,384.0,0.82,8.2,830.0,225.0,270.0,1.589359,105.0,0.9014089,31.02563,Fresh,Neutral,162.0,437.0,45.90984974958264
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1990-01-01,1990,1,Winter,457.0,32.0,46.0,38.0,41.0,16.0,46.0,43.0,80.0,293.0,0.82,8.2,760.0,225.0,270.0,1.083082,105.0,2.046749,23.41897,Fresh,Neutral,141.0,462.0,53.233830845771145
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1991-07-01,1991,7,Monsoon,351.0,10.0,38.0,30.0,46.0,16.0,42.0,5.0,18.0,226.0,0.82,8.7,680.0,225.0,220.0,1.354392,105.0,0.0,29.53279,Fresh,Alkaline,130.0,291.0,38.242280285035626
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1992-01-01,1992,1,Winter,982.0,64.0,48.0,117.0,97.0,27.0,333.0,24.0,0.0,104.0,0.82,8.2,1690.0,225.0,600.0,1.720851,105.0,0.0,24.9175,Brackish,Neutral,289.0,461.0,22.933333333333334
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1992-07-01,1992,7,Monsoon,569.0,15.0,8.0,51.0,117.0,16.0,121.0,48.0,36.0,207.0,0.82,8.9,1010.0,225.0,230.0,3.357221,105.0,0.0,50.41647,Brackish,Alkaline,192.0,412.0,36.423841059602644
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1993-01-01,1993,1,Winter,226.0,32.0,24.0,17.0,41.0,0.0,32.0,14.0,18.0,159.0,0.82,8.4,440.0,225.0,130.0,1.565165,105.0,0.6096022,40.71677,Fresh,Neutral,82.0,223.0,46.22950819672131
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1993-07-01,1993,7,Monsoon,644.0,15.0,32.0,54.0,115.0,0.0,121.0,62.0,30.0,323.0,0.82,8.6,1100.0,225.0,300.0,2.878335,105.0,0.2538917,45.29881,Brackish,Alkaline,201.0,536.0,45.45454545454545
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1994-01-01,1994,1,Winter,1378.0,82.0,68.0,139.0,150.0,39.0,457.0,69.0,24.0,134.0,0.82,8.2,2230.0,225.0,740.0,2.395952,105.0,0.0,29.18822,Brackish,Neutral,396.0,684.0,26.666666666666668
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1994-07-01,1994,7,Monsoon,719.0,43.0,52.0,73.0,62.0,27.0,160.0,34.0,24.0,189.0,0.82,8.2,1190.0,225.0,430.0,1.30038,105.0,0.0,22.49346,Brackish,Neutral,214.0,407.0,31.07890499194847
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1995-01-01,1995,1,Winter,518.0,8.0,12.0,59.0,78.0,16.0,142.0,67.0,30.0,153.0,0.82,8.2,1020.0,225.0,275.0,2.054583,105.0,0.0,36.65578,Brackish,Neutral,165.0,392.0,40.754039497307005
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1995-07-01,1995,7,Monsoon,625.0,14.0,58.0,54.0,78.0,23.0,142.0,19.0,0.0,378.0,0.82,8.2,1080.0,225.0,365.0,1.77127,105.0,0.0,29.97419,Brackish,Neutral,213.0,539.0,43.351063829787236
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1996-01-01,1996,1,Winter,558.0,13.0,46.0,10.0,138.0,27.0,128.0,19.0,12.0,244.0,0.82,8.2,910.0,225.0,155.0,4.807121,105.0,1.280961,61.17834,Brackish,Neutral,221.0,403.0,29.166666666666668
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",1996-07-01,1996,7,Monsoon,412.0,4.0,32.0,54.0,32.0,23.0,82.0,14.0,6.0,299.0,0.82,8.2,770.0,225.0,300.0,0.800928,105.0,0.0,17.35416,Fresh,Neutral,141.0,401.0,47.97047970479705
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2001-07-30,2001,7,Monsoon,563.2,2.0,12.0,40.8,127.0,17.0,74.0,48.0,60.0,274.0,1.02,8.6,980.0,335.0,200.0,3.927757,30.0,2.535018,55.71442,Brackish,Alkaline,196.8,456.0,39.70588235294118
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2002-07-23,2002,7,Monsoon,397.0,16.0,28.0,51.03,28.0,16.0,50.0,29.0,5.913236,198.9286,0.46,8.5,710.0,205.0,280.0,0.7280821,70.0,0.0,16.86036,Fresh,Neutral,123.03,283.84183599999994,39.52395368058849
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2003-07-23,2003,7,Monsoon,563.0,6.0,50.0,51.03,67.0,38.0,124.0,14.0,0.0,384.3,1.3,7.8,1190.0,315.0,335.0,1.592938,125.0,0.0,27.54404,Brackish,Neutral,206.03,522.3,43.42399736383233
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2004-07-17,2004,7,Monsoon,1434.0,25.0,48.0,150.66,248.0,9.0,638.0,132.0,12.0,170.8,1.5,8.4,2450.0,160.0,740.0,3.966476,120.0,0.0,41.79462,Brackish,Neutral,455.65999999999997,952.8,35.29670704173352
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2005-01-11,2005,1,Winter,758.0,27.0,76.0,23.085,214.0,5.0,145.0,53.0,0.0,244.0,0.82,8.0,1100.0,200.0,285.0,5.517543,190.0,0.0,61.52834,Brackish,Neutral,318.08500000000004,442.0,16.302781925705673
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2005-01-11,2005,1,Winter,929.0,32.0,60.0,99.63,90.0,16.0,255.0,98.0,0.0,335.5,0.82,7.8,1520.0,275.0,560.0,1.654841,150.0,0.0,25.22958,Brackish,Neutral,265.63,688.5,44.31995640007127
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2005-07-21,2005,7,Monsoon,469.0,22.0,28.0,57.105,35.0,20.0,46.0,48.0,3.301679,221.6191,0.68,8.2,790.0,225.0,305.0,0.8719908,70.0,0.0,18.72514,Fresh,Neutral,140.105,318.920779,38.95549818346913
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2006-01-06,2006,1,Winter,256.0,2.0,30.0,19.44,30.0,11.0,28.0,38.0,0.559164,149.4209,0.82,7.6,460.0,150.0,155.0,1.048679,75.0,0.0,27.86462,Fresh,Neutral,90.44,215.980064,40.96992290948676
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2006-07-26,2006,7,Monsoon,1133.0,73.0,52.0,99.63,143.0,43.0,312.0,96.0,0.0,128.1,1.2,8.2,1730.0,105.0,540.0,2.677547,130.0,0.0,34.34019,Brackish,Neutral,337.63,536.1,22.715255284813388
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2006-07-26,2006,7,Monsoon,1105.0,70.0,68.0,97.2,127.0,43.0,298.0,58.0,0.0,207.4,1.8,7.6,1760.0,170.0,570.0,2.31465,170.0,0.0,30.66287,Brackish,Neutral,335.2,563.4,25.39505898063655
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2007-01-05,2007,1,Winter,1332.0,41.0,48.0,94.77,219.0,39.0,355.0,312.0,0.0,164.7,1.3,7.8,2110.0,135.0,510.0,4.219441,120.0,0.0,45.98074,Brackish,Neutral,400.77,831.7,34.964745592184805
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2007-01-05,2007,1,Winter,1111.0,49.0,172.0,21.87,145.0,39.0,305.0,110.0,0.0,201.3,1.0,7.8,1630.0,165.0,520.0,2.768087,430.0,0.0,35.65786,Brackish,Neutral,377.87,616.3,23.982819839665247
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2007-07-13,2007,7,Monsoon,1518.0,69.0,64.0,123.93,225.0,47.0,362.0,216.0,0.0,347.7,1.7,7.6,2330.0,285.0,670.0,3.782181,160.0,0.0,40.1419,Saline,Neutral,459.93,925.7,33.61431262313893
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2007-07-13,2007,7,Monsoon,1157.0,18.0,36.0,111.78,166.0,51.0,305.0,288.0,0.0,237.9,1.1,7.9,1910.0,195.0,550.0,3.079614,90.0,0.0,36.99133,Brackish,Neutral,364.78,830.9,38.98367456175566
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2008-01-08,2008,1,Winter,1415.0,105.0,40.0,136.08,184.0,39.0,418.0,72.0,0.0,122.0,1.5,7.9,2180.0,100.0,660.0,3.116097,100.0,0.0,36.06025,Brackish,Neutral,399.08000000000004,612.0,21.058669937096962
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2008-01-08,2008,1,Winter,1483.0,104.0,104.0,131.22,143.0,43.0,408.0,120.0,0.0,146.4,1.2,8.0,2150.0,120.0,800.0,2.199986,260.0,0.0,26.68692,Brackish,Neutral,421.22,674.4,23.10837699202278
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2008-07-02,2008,7,Monsoon,635.0,6.0,16.0,93.555,74.0,22.0,78.0,77.0,0.0,494.1,0.51,7.7,1140.0,405.0,425.0,1.561641,40.0,0.0,26.21529,Brackish,Neutral,205.555,649.1,51.897549303520144
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2008-07-02,2008,7,Monsoon,311.0,13.0,16.0,31.59,39.0,7.0,78.0,35.0,0.0886,74.90506,0.91,7.1,520.0,75.0,170.0,1.301476,40.0,0.0,32.16916,Fresh,Neutral,93.59,187.99366,33.52597235223095
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2009-01-02,2009,1,Winter,2216.0,67.2884,48.0,97.0,175.0,39.0,284.0,168.0,0.0,171.0,0.83,7.6,1710.0,140.0,520.0,3.341756,120.0,0.0,40.09117,Saline,Neutral,359.0,623.0,26.883910386965375
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2009-01-05,2009,1,Winter,2923.0,86.7072,96.0,129.0,230.0,43.0,404.0,168.0,0.0,305.0,0.4,7.0,2610.0,250.0,770.0,3.604647,240.0,0.0,37.73803,Saline,Neutral,498.0,877.0,27.563636363636363
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2009-07-13,2009,7,Monsoon,1481.0,57.0,76.0,109.35,202.0,94.0,454.0,194.0,24.0,152.5,0.71,8.4,2190.0,165.0,640.0,3.474401,190.0,0.0,36.63846,Brackish,Neutral,481.35,824.5,26.277903281387605
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2009-07-13,2009,7,Monsoon,963.0,61.0,36.0,75.33,152.0,34.0,213.0,94.0,0.0,176.9,0.56,8.1,1450.0,145.0,400.0,3.306783,90.0,0.0,42.72032,Brackish,Neutral,297.33,483.9,23.881571368227025
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2010-01-07,2010,1,Winter,982.0,42.0,52.0,162.81,23.0,35.0,262.0,96.0,12.0,305.0,0.81,8.3,1700.0,270.0,800.0,0.3537953,130.0,0.0,5.59284,Brackish,Neutral,272.81,675.0,42.433610111731255
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2010-01-07,2010,1,Winter,1013.0,35.0,80.0,99.63,101.0,35.0,269.0,96.0,12.0,329.4,1.19,8.3,1750.0,290.0,610.0,1.779452,200.0,0.0,25.13423,Brackish,Neutral,315.63,706.4,38.23468978405722
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2010-07-20,2010,7,Monsoon,1019.0,192.0,76.0,102.06,106.0,32.0,284.0,93.0,24.0,219.6,0.76,8.3,1740.0,220.0,610.0,1.867518,190.0,0.0,26.16727,Brackish,Neutral,316.06,620.6,32.51339867187667
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2011-01-11,2011,1,Winter,2182.0,85.0,200.0,165.24,230.0,98.0,766.0,232.0,24.0,183.0,0.77,8.4,3550.0,190.0,1180.0,2.913748,500.0,0.0,27.72143,Saline,Neutral,693.24,1205.0,26.959710047201618
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2011-01-11,2011,1,Winter,1076.0,51.0,26.0,100.845,166.0,35.0,312.0,129.0,30.0,97.6,1.0,8.4,1770.0,130.0,480.0,3.296451,65.0,0.0,40.76759,Brackish,Neutral,327.845,568.6,26.856639280714372
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2011-07-12,2011,7,Monsoon,1966.0,84.0,152.0,153.09,276.0,27.0,723.0,196.0,18.0,97.6,0.41,8.3,3220.0,110.0,1010.0,3.779167,380.0,0.0,36.51378,Saline,Neutral,608.09,1034.6,25.964119827843348
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2011-07-12,2011,7,Monsoon,1011.0,52.0,76.0,77.76,138.0,19.0,227.0,92.0,0.0,298.9,0.82,8.0,1630.0,245.0,510.0,2.659135,190.0,0.0,35.98698,Brackish,Neutral,310.76,617.9,33.07346068528848
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2012-01-07,2012,1,Winter,524.0,2.0,48.0,42.525,60.0,18.0,71.0,182.0,24.0,134.2,1.73,8.5,830.0,150.0,295.0,1.520194,120.0,0.0,29.11171,Brackish,Neutral,168.525,411.2,41.860364828151276
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2012-01-07,2012,1,Winter,745.0,26.0,74.0,71.685,55.0,32.0,184.0,96.0,18.0,195.2,1.7,8.3,1230.0,190.0,480.0,1.092429,185.0,0.0,18.68658,Brackish,Neutral,232.685,493.2,35.88929375865323
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2012-07-12,2012,7,Monsoon,305.0,6.0,24.0,29.0,37.0,8.0,60.0,53.0,30.0,73.0,0.52,8.4,520.0,110.0,180.0,1.202247,60.0,0.0,29.81444,Fresh,Neutral,98.0,216.0,37.57961783439491
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2012-07-12,2012,7,Monsoon,345.0,13.0,28.0,24.0,46.0,9.0,57.0,63.0,0.0,122.0,0.45,8.1,520.0,100.0,170.0,1.540912,70.0,0.0,35.70894,Fresh,Neutral,107.0,242.0,38.68194842406877
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2014-01-09,2014,1,Winter,526.0,4.0,24.0,38.0,81.0,48.0,64.0,52.0,12.0,378.0,1.3,8.4,890.0,330.0,215.0,2.396013,60.0,2.271256,38.82157,Brackish,Neutral,191.0,506.0,45.19368723098996
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2014-07-04,2014,7,Monsoon,1010.0,46.0,36.0,100.0,265.0,1.0,482.0,72.0,0.0,214.0,0.9,7.5,2080.0,175.0,500.0,5.148444,90.0,0.0,53.42002,Brackish,Neutral,402.0,768.0,31.28205128205128
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2014-07-04,2014,7,Monsoon,1331.0,42.0,72.0,109.0,235.0,1.0,440.0,157.0,0.0,262.0,1.2,7.4,2160.0,215.0,630.0,4.078583,180.0,0.0,44.8133,Brackish,Neutral,417.0,859.0,34.639498432601876
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2015-01-08,2015,1,Winter,2408.0,115.0,80.0,302.0,258.0,47.0,879.0,156.0,0.0,354.0,2.5,8.0,4050.0,290.0,1440.0,2.955135,200.0,0.0,27.19405,Saline,Neutral,687.0,1389.0,33.81502890173411
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2015-01-08,2015,1,Winter,938.0,20.0,56.0,73.0,150.0,35.0,277.0,106.0,0.0,305.0,1.2,7.8,1590.0,250.0,440.0,3.110199,140.0,0.0,40.22214,Brackish,Neutral,314.0,688.0,37.3253493013972
63532,Tirupur,Dharapuram,Uthiyur,10.894444,77.527778,"10°53'40""","77°31'40""",2015-07-04,2015,7,Monsoon,2522.0,87.0,176.0,199.0,414.0,29.0,978.0,153.0,18.0,342.0,0.04,8.5,4310.0,310.0,1260.0,5.077353,440.0,0.0,41.01276,Saline,Neutral,818.0,1491.0,29.146816803811177
HP2E21,Tirupur,Dharapuram,Uthiyur,10.886111,77.522222,"10°53'10""","77°31'20""",2015-07-04,2015,7,Monsoon,905.0,33.0,24.0,90.0,138.0,32.0,262.0,74.0,36.0,201.0,0.11,8.7,1530.0,225.0,430.0,2.894134,60.0,0.0,38.91586,Brackish,Alkaline,284.0,573.0,33.72228704784131
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2000-02-28,2000,2,Winter,1424.0,15.0,128.0,187.2,21.0,70.0,220.0,528.0,0.0,198.25,0.73,8.0,2340.0,325.0,1100.0,2.883882,320.0,0.0,39.92708,Brackish,Neutral,406.2,946.25,39.931235905209064
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2000-07-12,2000,7,Monsoon,903.0,14.0,90.0,30.0,184.0,4.0,103.0,216.0,0.0,213.5,1.1,8.2,1500.0,350.0,350.0,2.883882,225.0,0.0,39.92708,Brackish,Neutral,308.0,532.5,26.710291493158834
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2001-07-27,2001,7,Monsoon,2623.0,31.0,90.0,87.48,322.0,104.0,1092.0,475.0,0.0,213.5,0.7,8.2,4170.0,205.0,1300.0,2.883882,360.0,0.0,84.03976,Saline,Neutral,603.48,1780.5,49.372058490423576
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2002-07-12,2002,7,Monsoon,5742.0,22.0,140.0,400.95,1035.0,39.0,1170.0,2448.0,0.0,579.5,0.75,7.7,9200.0,475.0,2000.0,10.0693,350.0,0.0,52.35039,Highly Saline,Neutral,1614.95,4197.5,44.43134994709632
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2003-07-29,2003,7,Monsoon,1160.0,41.0,76.0,87.48,184.0,27.0,319.0,101.0,0.0,366.0,0.73,8.0,1990.0,300.0,550.0,3.414073,190.0,0.0,40.65723,Brackish,Neutral,374.48,786.0,35.46118847373501
HP1CBE08,Tirupur,Tirupur,Vadamalai vellarasipalaya,10.891667,77.35,"10°53'30""","77°21'00""",2011-07-08,2011,7,Monsoon,98.0,1.0,10.0,6.075,18.0,3.0,18.0,1.0,0.9529911,63.96777,0.2,8.2,180.0,65.0,50.0,1.107849,25.0,0.0813,42.12533,Fresh,Neutral,37.075,83.9207611,38.71686137936943
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1987-01-01,1987,1,Winter,726.0,56.0,36.0,78.0,87.0,6.0,99.0,38.0,36.0,195.0,0.77,8.4,1200.0,225.0,410.0,1.867217,105.0,0.0,31.13931,Brackish,Neutral,207.0,368.0,28.000000000000004
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1988-01-01,1988,1,Winter,1000.0,32.0,92.0,34.0,621.0,6.0,46.0,58.0,0.0,0.0,0.77,3.5,3470.0,225.0,370.0,14.05326,105.0,0.0,78.17212,Brackish,Acidic,753.0,104.0,75.72928821470245
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1989-01-01,1989,1,Winter,572.0,22.0,14.0,43.0,136.0,0.0,78.0,133.0,78.0,180.0,0.77,8.8,1030.0,225.0,210.0,4.064316,105.0,1.313393,58.2669,Brackish,Alkaline,193.0,469.0,41.69184290030212
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1990-07-01,1990,7,Monsoon,552.0,1.0,50.0,29.0,115.0,6.0,89.0,72.0,42.0,287.0,0.77,8.7,1000.0,225.0,245.0,3.201818,105.0,1.222702,49.83641,Brackish,Alkaline,200.0,490.0,42.028985507246375
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1991-01-01,1991,1,Winter,564.0,7.0,28.0,56.0,106.0,1.0,78.0,125.0,24.0,225.0,0.77,7.9,1060.0,225.0,300.0,2.660804,105.0,0.0,43.32683,Brackish,Neutral,191.0,452.0,40.59097978227061
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1992-07-01,1992,7,Monsoon,606.0,7.0,26.0,44.0,140.0,12.0,71.0,38.0,0.0,488.0,0.77,8.1,1130.0,225.0,245.0,3.883338,105.0,3.080762,53.82045,Brackish,Neutral,222.0,597.0,45.78754578754579
63405,Tirupur,Tirupur,Vavipalayam,10.872222,77.284722,"10°52'20""","77°17'05""",1993-01-01,1993,1,Winter,1027.0,39.0,32.0,78.0,214.0,0.0,262.0,115.0,36.0,232.0,0.77,8.8,1730.0,225.0,400.0,4.649765,105.0,0.0,53.73207,Brackish,Alkaline,324.0,645.0,33.126934984520126
